N1,N2,N3,N4,N5,N6,N7
3.604550296,0.54292185,1.244698744,0.816872428,0.750655974,0.979676519,0.361820525
6.75457835,1.177048945,2.428408122,3.507482479,0.568515175,3.912189611,0.610998567
4.069518044,0,0,3.012585534,0.27201682,3.482329311,0.472091621
6.310912273,0,0.561764722,0.89480962,1.270405767,1.387306676,0
8.443534983,0.211562333,0.561000436,0,0.850061578,2.903712171,0
0,0,0.621429303,3.142441274,0.53562852,1.753122516,0.244773968
3.374749244,0,0.206864122,1.692650017,1.499592359,0,1.167731907
1.103441028,0,1.489613305,2.249850317,0.130719473,3.707076986,2.228870266
6.393740874,0.222561724,1.040039519,4.450119482,2.14949221,0,0.077970917
5.203080659,0.547884742,0.457087241,0,0.297871812,1.449844801,0.442713735
2.423397569,0.442420454,1.453343389,0.610205845,0.110840564,2.222998333,0
8.034473359,0.216855847,0.400727802,0,0.429499937,0,0.489685562
0,0,2.592616911,0.186784623,0.230910297,3.413907839,3.210816191
6.836620109,0.42521466,0.870323219,4.061092671,0,2.382017043,1.006803114
9.537429024,0.484070476,0.763384495,0.202942752,0.996231954,0,0.638133523
0,0.066141087,0.995256252,2.051576418,0,0.647230077,0.772297263
0,0.696664173,0,3.135978548,0.159886177,0.621825452,0.420561947
5.440123962,0,0,0.399921825,0.740224677,0,0.561791376
0,0,0.162342585,2.412968977,0.051161019,0,0.848730832
0,0,0,2.00684908,0,1.713384208,0.622129598
7.264215046,1.098891063,0.769305099,0,0.609036574,0,1.248317622
0,0,0,0.925792332,0,0,0
0,0.120735926,2.511024833,0.202615775,0,0,1.343942082
0,0,2.181591012,0.303776842,0,2.38642775,0.889564435
0,0.160011261,1.325961364,0,0.309405753,0,1.245814542
0,0.726969946,0.353414404,0.264684522,0.708004372,1.560308369,0.088822411
0.131671397,1.876546102,2.49260847,0,0,2.307293271,0
3.708452254,0.669558393,0.942932417,0,1.653915713,0,3.121943999
0,1.037504794,0.664167115,1.367050105,0.224878369,0.548697476,1.52436353
3.383497126,0.362517934,0,0,0,0.253253844,0
0,1.302522324,0.89452274,0,0.544844466,1.421088884,0.341665254
0,0,0,0,0,3.972957069,0
4.94415938,0.376993678,0,0,0.486105178,0,0
3.244266508,0.885589953,0.45059163,0.973922548,0.214662585,1.083578368,0.158971929
9.230732867,0.763859219,0,3.386086065,0.248764474,3.383549446,1.751088269
7.183781938,0.863539145,1.025973928,1.605854502,1.001049645,0.05525845,0
13.83584826,0,0,0.427490435,1.608453009,2.143532819,0
6.270483818,0.607358183,0,1.507241406,2.019622902,2.774769673,0.241721526
3.922905526,0,1.455576842,0.460596501,0.182386093,3.343968079,0.919853385
13.98629117,0.609734806,0,2.194471133,2.04545702,0.966630267,0.510842893
10.94722062,0.358963071,2.153598921,2.414757178,0,0.368710473,0
1.620791938,0.470241375,0,1.83141641,0.59066228,3.33293652,1.136735789
9.915371488,1.327297938,1.318754905,4.25775827,0.6466586,0,0.568019927
5.203409374,0.195509509,2.412074033,1.188913535,0.603257761,0,1.289043052
4.556604683,1.932345688,2.187684672,1.411705884,0,2.305686062,0.074940808
7.056330902,0.499019021,0.921782346,4.908251298,0.506615719,0,1.01306196
12.54147353,2.121540794,1.641534215,0.500589842,0.625334405,1.760665269,0.185164684
8.93383902,1.98272993,1.082538338,3.565945604,2.382245924,2.048973984,0
3.089355386,1.109579197,2.70880524,2.165017847,0.343614081,0.621843679,0
12.58358146,1.742016025,2.894506019,1.222647829,1.552280752,1.504810254,1.861518386
11.33497284,2.652978828,2.254223368,4.390024641,0.918746474,2.128039355,1.192754976
16.05209464,4.356769472,0.192772166,2.264893404,1.024185446,4.090443508,1.198496106
23.77513932,2.920859518,4.349048136,1.549848783,0.927847579,1.933282211,1.315287536
23.61562462,0.797403453,5.013824991,4.984256051,1.336124303,2.410579193,1.306118006
21.38710101,1.326384141,0,3.402638045,0.220385697,5.143130095,2.108966139
16.59727494,2.13188993,1.403109627,3.996678896,1.002991135,5.127067892,1.941038101
23.31493097,2.428094622,1.539086907,7.252865956,0.967816848,3.020506862,0.712067587
21.99750534,1.721495369,3.699113456,5.753342102,0.783359076,5.841227645,1.295545678
23.30007072,1.89222753,3.15394137,6.548850719,3.150290958,4.336598485,1.249005313
23.16397749,0,5.739867253,5.886513997,0.87465875,2.932035825,1.91513633
32.02028794,2.986476505,5.354115995,7.737121119,0,0.410025507,0.259642462
37.36281223,1.58337485,2.034710378,10.54213562,2.743111098,5.187872993,2.964248114
31.91138221,1.198282554,3.403943545,8.499150755,0.369595374,1.378174298,4.474453617
36.07489835,2.050525488,4.473706517,10.44917187,2.125534918,0.505254607,1.49695496
42.54828301,2.507188606,3.027887017,9.429201659,0.670407503,4.661719792,3.570109365
45.32798822,0.67535951,3.464548185,9.184768746,0.5226807,3.620480944,3.712176722
28.00320495,5.712371834,3.516653662,12.6995094,1.780579513,9.73587913,2.275100678
31.65458598,3.492705281,3.994327975,10.33068954,2.227991142,6.575760164,0
40.6727452,2.148221857,5.704277453,8.689468524,2.210410529,4.047353027,4.591886795
28.1875659,2.578948002,3.800289498,6.239304756,1.722860635,14.24056505,2.340270886
27.04346791,3.187729008,4.274908516,7.178230958,2.658432717,9.924541748,3.10527877
27.43153977,2.123315471,3.699959387,9.667722803,1.640962706,6.688622163,4.1418314
34.32033339,2.915165158,6.77185945,6.886629394,3.295735913,8.332441193,1.949471579
24.22175023,0.529553789,2.672323529,8.261433167,3.755855914,7.944397828,5.271948631
12.73390999,1.893528302,5.996143477,6.90062579,1.448638839,4.876010932,3.952176015
21.88392913,1.942720875,6.066679869,5.899211102,3.925773952,5.814392517,0.915305533
18.31673339,3.946259484,2.579948109,7.088893266,3.446583475,5.563019203,2.687873287
